yields.id,genus,species,sitename,lat,lon,fertilizer_n,irrigated,planting_year,year,stand_age,planting_density,yield
1195,Miscanthus,Miscanthus sinensis Hybrid,Harpenden,51.8,-0.35,60,TRUE,1997,11/3/1999,2,20000,15.8
1196,Miscanthus,Miscanthus sinensis Hybrid,Harpenden,51.8,-0.35,60,TRUE,1997,11/15/1997,0,20000,0.8
1197,Miscanthus,Miscanthus sinensis Hybrid,Harpenden,51.8,-0.35,60,TRUE,1997,11/24/1998,1,20000,6
1198,Miscanthus,Miscanthus sinensis Hybrid,Harpenden,51.8,-0.35,60,TRUE,1997,11/3/1999,2,20000,14
1199,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/15/1997,0,20000,0.1
1200,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/24/1998,1,20000,1.9
1201,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/3/1999,2,20000,8
1202,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/15/1997,0,20000,0.1
1203,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/24/1998,1,20000,2
1204,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/3/1999,2,20000,7
1205,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/15/1997,0,20000,0.2
1206,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/24/1998,1,20000,3
1207,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/3/1999,2,20000,10.9
1208,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/15/1997,0,20000,0.1
1209,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/24/1998,1,20000,0.6
1210,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/3/1999,2,20000,4.6
1211,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/15/1997,0,20000,0.2
1212,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/24/1998,1,20000,2
1213,Miscanthus,Miscanthus sinensis,Harpenden,51.8,-0.35,60,TRUE,1997,11/3/1999,2,20000,5.9
1214,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,3.2
1215,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,8
1216,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,22.8
1217,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,3.4
1218,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,8.7
1219,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,24.3
1220,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,3.3
1221,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,8.9
1222,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,25.7
1223,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,3
1224,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,8.1
1225,Miscanthus,Miscanthus x giganteus,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,29.1
1226,Miscanthus,Miscanthus sacchariflorus,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,2.9
1227,Miscanthus,Miscanthus sacchariflorus,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,4.6
1228,Miscanthus,Miscanthus sacchariflorus,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,12.6
1229,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,2.8
1230,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,7.4
1231,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,20
1232,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,1.1
1233,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,3.6
1234,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,17
1235,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,1
1236,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,7.3
1237,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,19.2
1238,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,3
1239,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,7.6
1240,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,10.3
1241,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,1.9
1242,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,9.7
1243,Miscanthus,Miscanthus sinensis Hybrid,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,19.1
1244,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,0.7
1245,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,4.4
1246,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,12.8
1247,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,0.6
1248,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,4.5
1249,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,10.9
1250,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,1
1251,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,5
1252,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,12.3
1253,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,0.5
1254,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,3.6
1255,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,10.4
1256,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/11/1997,1,20000,0.5
1257,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,11/23/1998,2,20000,2.5
1258,Miscanthus,Miscanthus sinensis,Sttutgart,48.67,9,60,TRUE,1996,10/27/1997,1,20000,9.1
1259,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,8.4
1260,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,26.9
1261,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,37.8
1262,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,4.6
1263,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,25.5
1264,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,36.4
1265,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,6
1266,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,30.3
1267,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,36.8
1268,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,8.1
1269,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,25.6
1270,Miscanthus,Miscanthus x giganteus,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,34.7
1271,Miscanthus,Miscanthus sacchariflorus,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,4.4
1272,Miscanthus,Miscanthus sacchariflorus,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,15.1
1273,Miscanthus,Miscanthus sacchariflorus,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,35.2
1274,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,7.9
1275,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,18.4
1276,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,27.2
1277,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,7.5
1278,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,27.2
1279,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,40.9
1280,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,2.5
1281,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,10.8
1282,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,21
1283,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,7.6
1284,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,20.1
1285,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,26.3
1286,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,6.3
1287,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,13.6
1288,Miscanthus,Miscanthus sinensis Hybrid,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,20.3
1289,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,5.9
1290,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,10.6
1291,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,16.2
1292,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,4.7
1293,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,10.2
1294,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,16.3
1295,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,5.7
1296,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,16.3
1297,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,22.4
1298,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,5.3
1299,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,11.6
1300,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,16.1
1301,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/27/1997,1,20000,2
1302,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/15/1998,2,20000,8.8
1303,Miscanthus,Miscanthus sinensis,Lisbon,48.67,9,60,TRUE,1996,10/6/1999,3,20000,16.1
947,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,6.8
948,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,6.9
949,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,7
950,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,7.2
951,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,8
952,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,11
953,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,13
954,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,18
955,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,26
956,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,27
957,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,17777,27
958,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,2/17/1994,1,17777,NA
959,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,6.9
960,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,6.9
961,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,7.6
962,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,8.8
963,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,11
964,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,15
965,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,27
966,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,41
967,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,52
968,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,47
969,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,1993,0,40000,45
970,Miscanthus,Miscanthus sinensis,ADAS Arthur Rickwood,52.42,0.11,60,TRUE,1993,2/17/1994,1,40000,NA
16969,Miscanthus,Miscanthus x giganteus,St Florian,48.23,14.39,60,FALSE,1989,1990,1,10000,15.7
16970,Miscanthus,Miscanthus x giganteus,St Florian,48.23,14.39,60,FALSE,1989,1991,2,10000,24.9
16971,Miscanthus,Miscanthus x giganteus,St Florian,48.23,14.39,60,FALSE,1989,1992,3,10000,22.7
16972,Miscanthus,Miscanthus x giganteus,St Florian,48.23,14.39,60,FALSE,1989,1993,4,10000,23
16973,Miscanthus,Miscanthus x giganteus,St Florian,48.23,14.39,60,FALSE,1989,1994,5,10000,20.3
16974,Miscanthus,Miscanthus x giganteus,St Florian,48.23,14.39,60,FALSE,1989,1995,6,10000,18
16975,Miscanthus,Miscanthus x giganteus,Atzenbrugg,48.29,15.91,60,FALSE,1989,1990,1,10000,8.8
16976,Miscanthus,Miscanthus x giganteus,Atzenbrugg,48.29,15.91,60,FALSE,1989,1991,2,10000,22.1
16977,Miscanthus,Miscanthus x giganteus,Atzenbrugg,48.29,15.91,60,FALSE,1989,1992,3,10000,19.8
16978,Miscanthus,Miscanthus x giganteus,Atzenbrugg,48.29,15.91,60,FALSE,1989,1993,4,10000,18
16979,Miscanthus,Miscanthus x giganteus,Atzenbrugg,48.29,15.91,60,FALSE,1989,1994,5,10000,19.6
16980,Miscanthus,Miscanthus x giganteus,Atzenbrugg,48.29,15.91,60,FALSE,1989,1995,6,10000,17.6
16981,Miscanthus,Miscanthus x giganteus,Markgraf,47.84,6.42,60,TRUE,1989,1990,1,10000,14.8
16982,Miscanthus,Miscanthus x giganteus,Markgraf,47.84,6.42,60,TRUE,1989,1991,2,10000,35.5
16983,Miscanthus,Miscanthus x giganteus,Markgraf,47.84,6.42,60,TRUE,1989,1992,3,10000,21.6
16984,Miscanthus,Miscanthus x giganteus,Markgraf,47.84,6.42,60,TRUE,1989,1993,4,10000,23
16985,Miscanthus,Miscanthus x giganteus,Markgraf,47.84,6.42,60,TRUE,1989,1994,5,10000,21.4
16986,Miscanthus,Miscanthus x giganteus,Markgraf,47.84,6.42,60,TRUE,1989,1995,6,10000,22.7
16987,Miscanthus,Miscanthus x giganteus,Steinbrunn,47.84,6.42,60,TRUE,1989,1990,1,10000,8
16988,Miscanthus,Miscanthus x giganteus,Steinbrunn,47.84,6.42,60,TRUE,1989,1991,2,10000,17.5
16989,Miscanthus,Miscanthus x giganteus,Steinbrunn,47.84,6.42,60,TRUE,1989,1992,3,10000,20.9
16990,Miscanthus,Miscanthus x giganteus,Steinbrunn,47.84,6.42,60,TRUE,1989,1993,4,10000,19.3
16991,Miscanthus,Miscanthus x giganteus,Steinbrunn,47.84,6.42,60,TRUE,1989,1994,5,10000,17.3
16992,Miscanthus,Miscanthus x giganteus,Steinbrunn,47.84,6.42,60,TRUE,1989,1995,6,10000,18.7
16993,Miscanthus,Miscanthus x giganteus,Ilz,48.23,14.39,60,FALSE,1989,1990,1,10000,12.1
16994,Miscanthus,Miscanthus x giganteus,Ilz,48.23,14.39,60,FALSE,1989,1991,2,10000,23
16995,Miscanthus,Miscanthus x giganteus,Ilz,48.23,14.39,60,FALSE,1989,1992,3,10000,28.9
16996,Miscanthus,Miscanthus x giganteus,Ilz,48.23,14.39,60,FALSE,1989,1993,4,10000,26.1
16997,Miscanthus,Miscanthus x giganteus,Ilz,48.23,14.39,60,FALSE,1989,1994,5,10000,25.8
16998,Miscanthus,Miscanthus x giganteus,Ilz,48.23,14.39,60,FALSE,1989,1995,6,10000,27.6
1536,Miscanthus,Miscanthus x giganteus,Rothamsted Research,51.81,-0.352,60,FALSE,1993,1995,2,20000,15.56
1537,Miscanthus,Miscanthus x giganteus,Rothamsted Research,51.81,-0.352,60,FALSE,1993,1996,3,20000,23.75
1538,Miscanthus,Miscanthus x giganteus,Rothamsted Research,51.81,-0.352,60,FALSE,1993,1997,4,20000,33.8
1539,Miscanthus,Miscanthus x giganteus,Rothamsted Research,51.81,-0.352,60,FALSE,1993,1996,3,20000,23.69
1540,Miscanthus,Miscanthus x giganteus,Rothamsted Research,51.81,-0.352,60,FALSE,1993,1997,4,20000,29.88
1541,Miscanthus,Miscanthus x giganteus,Rothamsted Research,51.81,-0.352,60,FALSE,1993,1997,4,20000,32.61
892,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1993,1,10000,0
893,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1993,1,10000,1.34
894,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1993,1,10000,5.12
895,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1993,1,10000,9.92
896,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1993,1,10000,17.35
897,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1993,1,10000,28.43
898,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1993,1,10000,31.01
899,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1993,1,10000,30.25
900,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1994,2,10000,0
901,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1994,2,10000,1.42
902,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1994,2,10000,15.04
903,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1994,2,10000,22.48
904,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1994,2,10000,30.94
905,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1994,2,10000,35.14
906,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1994,2,10000,42.79
907,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,TRUE,1992,1994,2,10000,37.47
908,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,FALSE,1992,1995,3,10000,0
909,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,FALSE,1992,1995,3,10000,14.35
910,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,FALSE,1992,1995,3,10000,21.17
911,Miscanthus,Miscanthus x giganteus,Koutso,41.14,24.88,0,FALSE,1992,1995,3,10000,23.15
16863,Miscanthus,Miscanthus x giganteus,Sperchiada area,38.91,22.44,0,TRUE,1993,10/1/1995,2,8500,30.48
16864,Miscanthus,Miscanthus x giganteus,Sperchiada area,38.91,22.44,0,TRUE,1993,10/1/1995,2,8500,36.4
16865,Miscanthus,Miscanthus x giganteus,Sperchiada area,38.91,22.44,120,FALSE,1993,10/1/1995,2,8500,29.78
16866,Miscanthus,Miscanthus x giganteus,Sperchiada area,38.91,22.44,40,FALSE,1993,10/1/1995,2,8500,20.76
16999,Miscanthus,Miscanthus x giganteus,Sperchiada area,38.91,22.44,0,FALSE,1993,10/1/1995,2,8500,2.91
17000,Miscanthus,Miscanthus x giganteus,Sperchiada area,38.91,22.44,0,TRUE,1993,10/1/1995,2,8500,24.84
17001,Miscanthus,Miscanthus x giganteus,Sperchiada area,38.91,22.44,0,TRUE,1993,10/1/1995,2,8500,31.7
886,Miscanthus,Miscanthus sinensis,Pisa,43.67,10.32,200,TRUE,1992,1992,0,40000,35
887,Miscanthus,Miscanthus sinensis,Pisa,43.67,10.32,200,FALSE,1992,1993,1,40000,24
888,Miscanthus,Miscanthus sinensis,Pisa,43.67,10.32,100,TRUE,1992,1994,2,40000,24
889,Miscanthus,Miscanthus sinensis,Pisa,43.67,10.32,100,FALSE,1992,1995,3,40000,20.5
890,Miscanthus,Miscanthus sinensis,Pisa,43.67,10.32,0,TRUE,1992,1996,4,40000,17.5
891,Miscanthus,Miscanthus sinensis,Pisa,43.67,10.32,0,FALSE,1992,1997,5,40000,17
1902,Miscanthus,Miscanthus x giganteus,Rhine valley,50,7.85,0,FALSE,1989,1989,0,9000,1
1903,Miscanthus,Miscanthus x giganteus,Rhine valley,50,7.85,0,FALSE,1989,1990,1,9000,11.3
1904,Miscanthus,Miscanthus x giganteus,Rhine valley,50,7.85,0,FALSE,1989,1991,2,9000,20.7
1905,Miscanthus,Miscanthus x giganteus,Rhine valley,50,7.85,90,FALSE,1989,1992,3,9000,30
1906,Miscanthus,Miscanthus x giganteus,Rhine valley,50,7.85,90,FALSE,1989,1993,4,9000,17
1922,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1988,1,10000,0.4
1923,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1989,2,10000,3.8
1924,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1990,3,10000,14.3
1925,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1991,4,10000,17.3
1926,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1992,5,10000,24.5
1927,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1993,6,10000,17.2
1928,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1994,7,10000,20.3
1929,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1988,1,20000,1.5
1930,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1989,2,20000,6.6
1931,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1990,3,20000,17.8
1932,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1991,4,20000,18.6
1933,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1992,5,20000,23.4
1934,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1993,6,20000,15.7
1935,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1994,7,20000,21.6
1936,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1988,1,30000,0.7
1937,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1989,2,30000,4.6
1938,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1990,3,30000,16
1939,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1991,4,30000,17
1940,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1992,5,30000,26.8
1941,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1993,6,30000,14.8
1942,Miscanthus,Miscanthus x giganteus,Veitshoechheim,49.83,9.87,0,FALSE,1987,1994,7,30000,17.8
1945,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,75,FALSE,1990,1993,3,40000,4.62
1946,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,75,FALSE,1990,1993,3,40000,8.94
