"lat","lon","year","MAT","MAP","PET","SOLAR"
48.94,8.28,1996,287.513695091935,2.05455946166878e-05,329.981147875757,258.055581609716
56.84,9.42,1985,285.994886180873,2.38060630573795e-05,431.849346405229,219.528489965127
56.84,9.42,1986,286.180373405707,2.02202776617189e-05,458.097222222222,231.361815532673
56.84,9.42,1987,285.56001235152,2.44174121117844e-05,391.084640522876,217.214792547866
56.84,9.42,1988,287.684150790841,3.21633303168318e-05,436.665359477124,234.195415769046
56.84,9.42,1989,287.295112881411,1.81554033750418e-05,474.85114379085,233.859471320484
56.84,9.42,1990,287.38103894383,2.59097556703791e-05,420.881699346405,226.998754268407
56.84,9.42,1991,286.672541343201,2.15920837934852e-05,439.866830065359,233.050754745408
56.84,9.42,1992,287.844106700523,1.93057013605862e-05,529.550980392157,239.649436719356
44.13,12.18,1992,293.269271040018,2.39853580280084e-05,324.144182518922,285.416540424426
44.13,12.18,1993,293.613562655831,2.52358507784836e-05,354.049141595043,288.467961999951
44.13,12.18,1994,294.134829519019,2.86207803006735e-05,374.848370084939,288.764986214768
50.49,-3.78,1995,287.955171424831,8.09873352110415e-06,382.466339869281,253.248476370492
50.49,-3.78,1996,286.70416001411,1.44052871612053e-05,347.047058823529,248.234038979463
50.49,-3.78,1997,287.510476919927,1.42788928277522e-05,333.113235294118,236.670166995506
50.49,-3.78,1998,287.262899471044,1.65742118611992e-05,327.876960784314,228.129271683771
50.49,-3.78,1999,287.651071163482,1.46952900549758e-05,338.160784313725,240.317657997228
50.49,-3.78,2000,287.488596406728,2.10878278519836e-05,322.491176470588,240.027962188957
50.49,-3.78,2001,287.218005659972,1.06502888948597e-05,336.761111111111,240.275086001226
51.1,-1.27,1995,288.680921895648,1.22196754776883e-05,343.957516339869,259.234935012839
51.1,-1.27,1996,287.317611196383,1.29446193042941e-05,309.823039215686,253.417476273861
51.1,-1.27,1997,288.450027445867,1.33835993848722e-05,306.233660130719,246.161273643354
51.1,-1.27,1998,288.170479220477,1.90051732281789e-05,307.410947712418,238.386716476374
51.1,-1.27,1999,288.613115124403,2.28212735283995e-05,308.96862745098,247.189817474215
51.1,-1.27,2000,288.067779587028,2.24373478951792e-05,283.889869281046,239.371642738928
51.1,-1.27,2001,288.144777690447,1.76096408831817e-05,309.821895424836,245.283551652929
54.12,-0.65,1995,288.578805695989,1.13945657474064e-05,342.557434876437,259.330817352054
54.12,-0.65,1996,287.20060817908,1.38324189886662e-05,309.571368529036,251.918098350451
54.12,-0.65,1997,288.30643381731,1.19466926927576e-05,304.906539585085,248.67045384122
54.12,-0.65,1998,287.94410552191,1.88014508743593e-05,305.849722452989,238.344711473956
54.12,-0.65,1999,288.425280258741,1.95725747986319e-05,308.401192869651,248.234242016052
54.12,-0.65,2000,287.917026403726,2.36144230937506e-05,283.429496762566,241.253166908071
54.12,-0.65,2001,287.974615547677,1.86700146713102e-05,308.007135565239,243.672266188112
52.25,-0.04,1994,287.942974679765,1.64693464155232e-05,325.657026143791,247.806310962459
52.25,-0.04,1995,288.710528311288,1.35515202332311e-05,343.957516339869,257.77503585043
52.25,-0.04,1996,287.419679832242,1.11882613648179e-05,309.823039215686,254.739258202362
52.25,-0.04,1997,288.537445789415,1.59455754187011e-05,306.233660130719,241.150479052334
52.25,-0.04,1998,288.407389738696,1.95076239941033e-05,307.410947712418,236.587542194386
52.25,-0.04,1999,288.805403910554,2.78471623599826e-05,308.96862745098,244.36778641997
52.25,-0.04,2000,288.175481432926,1.91461128663152e-05,283.889869281046,235.760074382564
53.2,-1.01,1994,287.00631154238,9.46908682375316e-06,322.297833678369,246.480331076446
53.2,-1.01,1995,288.097952519241,1.08271801505118e-05,334.731949175603,255.433464707701
53.2,-1.01,1996,286.856593665274,1.34610809397874e-05,308.164703694782,247.551462807345
53.2,-1.01,1997,287.769307733261,1.16953193270448e-05,297.488854882882,247.478778347061
53.2,-1.01,1998,287.398258321091,1.91885737499704e-05,297.123554538807,232.646389023574
53.2,-1.01,1999,287.959335850842,1.66766904863134e-05,305.229626558451,245.502204205215
53.2,-1.01,2000,287.40147817782,2.01989812095364e-05,280.856333232791,240.802352256595
52.42,0.11,1997,287.283448162917,8.20469573783371e-06,302.217647058823,235.003309757299
52.42,0.11,1998,286.811563811363,1.64363594483684e-05,305.824509803921,212.756274708761
52.42,0.11,1999,287.63388075465,9.57621478882707e-06,304.305392156863,234.875031229067
52.42,0.11,2000,286.87087935058,1.15944243952667e-05,283.897549019608,234.833544650024
52.13,-2.64,1994,287.730344699685,1.46313347255551e-05,328.921098788652,245.408770967997
52.13,-2.64,1995,288.651493973525,1.23694185269257e-05,349.0099419187,259.657854283676
52.13,-2.64,1996,287.384819437491,1.1447157571827e-05,314.70689625354,254.589998207118
52.13,-2.64,1997,288.406312880501,1.40365383559966e-05,309.760307809268,241.966943551606
52.13,-2.64,1998,288.244966826498,1.75913214619769e-05,310.096124730671,236.23436953398
52.13,-2.64,1999,288.625764830836,2.61158055746518e-05,312.798689928011,246.317386426559
52.13,-2.64,2000,288.108658432237,1.79066441144043e-05,288.954428879233,238.107871118605
51.12,13.19,1993,289.508018881036,1.55615144023161e-05,402.278511596826,250.858990932898
51.12,13.19,1994,290.757886182304,9.28508244156498e-06,441.131923058326,259.578171065818
51.12,13.19,1995,289.772805058641,2.36170290735004e-05,369.312551376992,253.59897041427
51.12,13.19,1996,288.335551275999,2.09062871172365e-05,323.283354232215,242.412262391449
49.99,11.99,1990,287.822193760718,2.75181264033598e-05,275.870769314365,259.18686683895
49.99,11.99,1991,287.723855237278,2.63604269717851e-05,274.565759607063,258.282690477071
49.99,11.99,1992,289.362706328924,2.72762058047213e-05,306.630829229953,257.453006010816
49.99,11.99,1993,287.961031693223,2.25659691226141e-05,287.806066902158,258.559988661942
52.8,11.76,1990,290.159303724622,2.57715575059425e-05,388.335993689707,230.319673170633
52.8,11.76,1991,289.60221673659,2.71969709331338e-05,376.379242981191,232.286701158984
52.8,11.76,1992,291.504833627563,1.08336267341434e-05,512.8607397977,255.653476630186
52.8,11.76,1993,289.106180373517,2.49778508760751e-05,381.361112068289,233.805784966874
52.61,8.25,1990,289.096696760439,3.44748568813781e-05,331.958979721988,228.436461364406
52.61,8.25,1991,288.631809085266,2.66900017912347e-05,311.0127040695,226.966936540879
52.61,8.25,1992,290.447927898171,2.17131204749449e-05,382.567090190725,237.304678653527
52.61,8.25,1993,288.182405634874,3.08802490691242e-05,301.113373934653,221.059866856702
48.68,10.14,1990,288.854057204521,2.22057455590248e-05,334.764769180675,254.377580651783
48.68,10.14,1991,288.526583383622,1.96690630747264e-05,323.842416651276,254.250216584362
48.68,10.14,1992,290.253588612915,2.46504313492836e-05,351.870951579838,250.417094155119
48.68,10.14,1993,288.459927350877,2.27419057423484e-05,314.090504370922,251.835490409173
51.79,7.61,1990,289.306176961231,2.25432362297004e-05,339.789687064094,250.088971211427
51.79,7.61,1991,288.865821309658,1.91377446936503e-05,324.499399710634,249.625272778734
51.79,7.61,1992,290.639912696605,2.49030689888206e-05,356.309775219972,246.404076807274
51.79,7.61,1993,288.66482098474,2.37597196096161e-05,308.109447447954,243.627242255318
52.7,8.81,1990,288.836929007097,3.27770785998584e-05,347.230021692813,228.253658980623
52.7,8.81,1991,288.352354043918,2.42437954872553e-05,323.414852524697,225.536859371331
52.7,8.81,1992,290.048606893392,2.28251703226041e-05,400.986522199952,235.510780439992
52.7,8.81,1993,287.981114117523,2.84265216048639e-05,314.92279205584,219.870516939143
48.63,11.77,1990,288.873594381775,2.18833134039373e-05,332.43723309385,250.501483732352
48.63,11.77,1991,288.551879329783,2.37539726824128e-05,322.712352711221,252.624570948461
48.63,11.77,1992,290.443447679206,1.82591759254856e-05,378.562803325543,256.199072269342
48.63,11.77,1993,288.764356596663,1.9501332249053e-05,344.41888814826,256.03890395912
48.1,11.14,1990,287.428990164655,3.14527832636914e-05,267.363734636771,267.650491305843
48.1,11.14,1991,287.788701046895,2.94679519229408e-05,306.216409873958,269.588869999232
48.1,11.14,1992,288.133559149315,3.35134176750712e-05,250.91220317092,261.565233430273
48.1,11.14,1993,287.429677024407,3.28190093542485e-05,266.789804191649,259.514379292892
48.49,10.29,1990,287.535160297613,3.47160351130039e-05,260.204863981187,266.38184184784
48.49,10.29,1991,287.765201291,3.69405582789872e-05,286.190274002974,266.268896906414
48.49,10.29,1992,288.12643380029,3.48973118682338e-05,250.5657108392,264.07364299025
48.49,10.29,1993,287.608208231066,3.53773809254095e-05,262.521818917977,257.281700835189
52.62,10.81,1990,289.641906594029,3.45077129422654e-05,357.826202261119,229.749828118747
52.62,10.81,1991,289.1347048587,2.99694012767637e-05,356.859802653933,230.337231072294
52.62,10.81,1992,291.15726342646,1.84826682196649e-05,467.096160198536,242.425939115041
52.62,10.81,1993,288.622957978076,3.28962888754375e-05,342.697365631948,224.765853207082
53.38,9.75,1991,289.372506334691,2.8291766610356e-05,357.691876088424,234.265461822852
40.24,79.24,2003,290.343667238427,1.70808530862252e-05,334.831426547356,283.76070776427
40.24,79.24,2004,292.031169657008,8.41889034267142e-06,386.630696474093,291.6318924569
40.96,-78.74,2002,291.512290074123,5.11714116672975e-05,336.600469412472,269.753332012761
40.96,-78.74,2003,290.621769109378,5.39560072523501e-05,261.207130795705,251.809287338567
40.96,-78.74,2004,290.944774471479,6.90306796850538e-05,241.547333675498,251.995933026375
38.37,23.17,1998,296.100051296717,5.77062557927274e-06,562.217160328362,318.181423762237
38.37,23.17,1999,296.725279754273,8.08553072824165e-06,509.710446999393,315.469749536454
38.37,23.17,2000,296.419579917424,1.97422077599625e-06,570.567305129387,320.039766472455
38.37,23.17,2001,296.462367544756,2.66278471303777e-06,573.826542817183,320.844713308472
38.37,23.17,2002,296.126878839803,1.29309327867953e-05,494.468441851751,309.999641386375
40.15,16.63,1998,296.08389706607,7.42176294694938e-06,459.417320261438,313.566097725486
40.15,16.63,1999,296.403265772241,1.5764253677287e-05,423.845098039216,314.098919629244
40.15,16.63,2000,296.347974639688,1.15384351204159e-05,439.578104575163,313.956410058183
40.15,16.63,2001,296.124458253763,5.02934731409164e-06,484.647549019608,317.57498716705
40.15,16.63,2003,297.904742984494,1.64485692698934e-05,437.636111111111,312.01023805008
37.62,-79.95,1978,284.765320205479,1663029.47,284.765320205479,1663029.47
37.62,-79.95,1979,292.515434165905,7.94212814849585e-05,243.216777630918,256.020836028966
37.62,-79.95,1980,294.522158186474,3.67319852927451e-05,391.064489758244,277.920184835421
46.8,-100.92,2000,290.393391269076,3.18288567308045e-05,416.833892570116,263.820333384737
46.8,-100.92,2001,291.191405129801,3.23557379700919e-05,408.827940899207,262.425054842596
46.8,-100.92,2002,290.222698275768,4.8974881452108e-05,409.032726136482,266.681285486092
46.88,-102.8,2001,291.467010361195,2.75252062030251e-05,447.162919906417,267.716276871008
46.88,-102.8,2002,290.046768906328,4.71445018459668e-05,408.611800741269,267.164811853101
46.88,-102.8,2003,290.995424360517,2.95194307792454e-05,438.441760725704,267.745164162541
44,-100,2001,293.80741539676,3.01314449275974e-05,355.425144010808,279.784343176202
43.2,-89.23,2001,292.128713918914,3.65777356016816e-05,411.926686335064,273.302137572543
45.34,-97.75,2001,292.689506482302,2.44477558351529e-05,445.790822762361,275.278798688327
45,-97,2001,291.86446621235,3.80419353535853e-05,406.511399613134,272.751769670096
45,-97,2002,291.358026540356,5.9522941918815e-05,422.381605583391,268.001966274688
45,-97,2003,291.694112239326,3.56258657988901e-05,453.31589763334,267.20172381689
45,-97,2004,289.878696720977,4.6996006297574e-05,376.987415155126,259.674310940841
48.44,8.56,2005,287.102849538332,4.30508823390093e-05,242.483000096562,267.392687536953
32.22,-98.2,2011,303.29263019364,1.35208078796711e-05,859.253045879285,305.071930884649
32.22,-98.2,2012,301.461101998668,2.88134842677322e-05,642.746825655101,288.5620512149
43,-101,1998,293.768516331462,2.99255427767089e-05,432.657087294553,278.70487492984
43,-101,1999,292.842796823944,3.05500892220174e-05,462.121895917826,280.530338681759
43,-101,2000,293.547088478701,2.41894243239376e-05,515.598218455253,286.203430925312
43,-101,2001,293.504918792614,2.3945214823485e-05,439.244180813818,278.888614795095
44,-97,1998,294.299779964834,3.47202281439343e-05,420.894216298794,277.216182384751
44,-97,1999,293.762411052673,3.01341306455205e-05,512.20125396894,279.104956859382
44,-97,2000,294.033847251947,3.42858618017831e-05,531.105311117219,282.627012877673
44,-97,2001,293.541318670773,3.35559359046816e-05,441.246404319415,274.668962899137
51.81,-0.35,1993,287.620550137242,1.7801624044203e-05,302.959967320261,241.842714650481
35.62,-88.83,1999,296.612775563276,3.60874751208826e-05,372.078064050846,287.018149447651
35.62,-88.83,2000,297.769284051423,3.46932885127296e-05,437.08515072931,279.105429302335
35.62,-88.83,2001,296.512875406121,7.53137617040201e-05,330.823240679351,273.625076224859
35.72,-78.67,1999,296.097040009096,6.02211118679821e-05,417.074466058036,271.913436449887
35.72,-78.67,2000,295.659073221773,6.70119232370836e-05,352.22919230174,263.604776429433
35.72,-78.67,2001,295.307403729508,6.81194483980631e-05,329.397182078274,265.627756127469
35.88,-82.05,1999,294.789850341896,5.47181355473955e-05,348.000896508499,281.753101257948
35.88,-82.05,2000,294.4949586034,5.92678475377901e-05,292.921794802056,265.762876998796
35.88,-82.05,2001,294.026738614078,6.43447590854546e-05,254.676659134216,259.652538340829
35.88,-82.05,NA,284.765320205479,1663029.47,284.765320205479,1663029.47
37.1,-87.82,1999,296.154942731738,5.56270196955519e-05,312.13347461133,278.842274900924
37.1,-87.82,2000,296.74628471466,4.66056867157758e-05,351.195154798913,271.15041815191
37.1,-87.82,2001,295.722153217585,7.42161126938717e-05,267.627920459,262.137807107496
38.22,-78.12,1999,294.960245008455,5.19499930687661e-05,391.772345184096,277.018814553807
37.62,-79.95,1999,294.123980461538,4.29739560340166e-05,399.59036025603,282.691096203468
37.62,-79.95,2000,293.365405644289,5.28387568612353e-05,314.142150784533,262.495107576182
37.62,-79.95,2001,293.150420403906,5.76804135352587e-05,293.725471045285,266.846008986585
37.18,-80.42,1999,293.927010243719,4.18081712265493e-05,394.38519069197,282.609413718856
37.18,-80.42,2000,293.090159987588,5.01448143178247e-05,305.744759534541,260.702018192453
37.18,-80.42,2001,292.944421270296,5.22354387584536e-05,294.713823188843,269.614559630709
35.01,-97.54,1994,300.145138863035,2.69019619107099e-05,632.772102177768,288.163684568422
35.01,-97.54,1995,299.371809222884,5.22733571577155e-05,588.01770038905,279.558486181311
35.01,-97.54,1996,300.576615801332,3.62507928025308e-05,665.869301738515,283.68586524562
35.01,-97.54,1997,298.661941380099,4.14137563304533e-05,502.99012977191,283.818789130454
35.01,-97.54,1998,302.939702933626,1.01941512892143e-05,787.603754770729,306.72084436822
35.01,-97.54,1999,299.854771204502,2.75034759358143e-05,622.222390335476,293.806944788977
35.01,-97.54,2000,301.152192751447,1.95259550970864e-05,739.915604452899,302.118647643159
35.73,-95.63,1994,299.017153258445,2.20627604096643e-05,615.345987762848,294.501161027926
35.73,-95.63,1995,298.197587604388,4.02603545730301e-05,547.980105717482,277.690010629045
35.73,-95.63,1996,299.093584955637,3.49390037908062e-05,600.314948700709,274.228484417413
35.73,-95.63,1997,297.603705468338,4.50068247030708e-05,510.952540536934,285.010910182803
35.73,-95.63,1998,301.352939274323,2.01144185900421e-05,692.608816218773,296.93293439611
35.73,-95.63,1999,298.235361466708,4.56305786306618e-05,584.91671497208,285.267371433627
35.73,-95.63,2000,300.288529354804,2.25715084983563e-05,756.612992951778,297.947006306404
37.45,-88.67,2005,296.373119597069,4.64671414943466e-05,355.377479022106,283.764231494017
40.08,-88.23,2004,294.498095703013,5.17492170073959e-05,341.815413742682,271.7547456444
40.08,-88.23,2005,296.233040681671,3.41185463792868e-05,403.01411939842,285.389919427999
40.08,-88.23,2006,295.141859859982,5.11179167111559e-05,381.421847208916,270.614008696204
41.85,-88.85,2005,295.217167824255,2.98844992685792e-05,438.526515163556,279.521763199346
41.23,-96.49,1992,292.717847018961,4.31738572142777e-05,486.530676012634,273.641568739203
