"lat","lon","year","MAT","MAP","PET","SOLAR"
42.03,-93.63,1992,292.764959615989,3.83606292145573e-05,423.331483082749,274.728155277262
40.45,-86.92,1992,293.209392125805,5.74876119362801e-05,338.539652165329,275.074256657851
32.4,-85.93,1995,297.641730119392,9.2125788403231e-05,247.967163292019,258.10112924019
32.4,-85.93,1996,297.604633015658,7.52767089496651e-05,269.799819446151,259.067438790434
32.4,-85.93,NA,284.765320205479,1663029.47,284.765320205479,1663029.47
45.28,-73.45,1996,287.9453675205,4.66623708630171e-05,252.74619014265,255.297573725721
45.28,-73.45,1995,288.554071410373,3.0528473201768e-05,335.12760764331,267.615105584363
33.86,-83.41,2001,295.120610391929,7.31636752157289e-05,234.218938368213,257.261546373545
33.86,-83.41,2002,295.774129521103,9.51640930082483e-05,213.011560146858,254.785361064803
33.95,-83.53,2001,295.162529997061,7.39046611220061e-05,233.229091762551,256.610664375213
33.95,-83.53,2002,295.82389342292,9.5696734969465e-05,213.599343172473,254.42189864851
33.95,-83.53,2000,295.965071673204,6.02653147026625e-05,283.547541063186,266.781138573072
44.42,11.47,2003,295.182024992006,3.97267641505996e-05,293.74346145184,288.855984709581
44.42,11.47,2004,292.80197351466,4.34075836972937e-05,281.454004974279,284.667420866305
44.42,11.47,2005,293.272338802742,4.26652832011354e-05,284.033835005049,280.101887794588
44.42,11.47,2006,293.253106475862,4.51869249223541e-05,280.538428772857,282.516062429127
28.45,-97.7,1993,300.596400662265,2.5482493777216e-05,534.566689883555,281.953853777728
28.45,-97.7,1994,300.752141688032,2.86955365610008e-05,494.991783475344,270.180855398447
28.45,-97.7,1995,301.2560165799,3.91995475240169e-05,516.185008997108,278.914045336217
32.22,-98.2,1992,297.981746873295,4.51807376211786e-05,445.682799783999,278.606865172301
32.22,-98.2,1993,300.043506149631,3.60850360047323e-05,606.814509824968,283.659642924686
32.22,-98.2,1994,300.286301907779,3.40379962583098e-05,579.149310883535,279.640190259435
32.22,-98.2,1995,299.79477404279,5.40376544654531e-05,534.959835486303,276.14570531856
32.22,-98.2,1996,300.991710710828,3.4258146238756e-05,624.489694604551,279.740939434077
32.22,-98.2,1997,299.114130166886,4.5511706504481e-05,460.300775029731,278.144912091097
32.22,-98.2,1998,302.896686574753,2.1819852451904e-05,706.03765672234,297.548870998503
35.96,-83.92,1993,295.16579076562,6.87013330887372e-05,245.973423474576,269.486811036293
35.96,-83.92,1994,293.598656479039,7.19934648047206e-05,230.075556963448,264.06258972648
35.96,-83.92,1995,294.836051978586,6.8551096283005e-05,259.375855351943,268.303618099408
35.96,-83.92,1996,294.543314840537,6.44415318619816e-05,270.363288062267,271.133122474722
35.96,-83.92,1997,293.423146311908,6.20772062964988e-05,270.579168555984,262.932237032736
28.27,-97.42,1993,300.566188483867,4.40851771531432e-05,508.427328456215,276.561967896309
28.27,-97.42,1994,300.419353633737,3.45331248382483e-05,468.882902993744,268.029740817602
28.27,-97.42,1995,300.943515186686,3.77309754097206e-05,467.60235457402,273.485497334792
30.6,-96.35,1993,300.408173448023,4.3687913914931e-05,542.316068032947,273.957649168614
30.6,-96.35,1994,300.390780471824,3.81828941173268e-05,504.809830463298,264.206812851548
30.6,-96.35,1995,300.626953863479,4.84319033331492e-05,486.416040061204,268.924187081194
30.6,-96.35,1996,301.229436248047,3.31707197196981e-05,579.068541838313,273.953161755698
32.97,-97.27,1993,300.174975063803,3.70098955700799e-05,493.730232451499,274.528950824774
32.97,-97.27,1994,300.185390702355,3.1841125925926e-05,472.607345056541,268.638134038801
32.97,-97.27,1995,300.397584348999,4.56229137254902e-05,450.799611328976,267.933630729329
32.97,-97.27,1996,300.936887868036,3.3410790247951e-05,522.581429214649,269.320312273057
NA,NA,1993,284.765320205479,1663029.47,284.765320205479,1663029.47
NA,NA,1994,284.765320205479,1663029.47,284.765320205479,1663029.47
NA,NA,1995,284.765320205479,1663029.47,284.765320205479,1663029.47
31.05,-97.35,1993,300.381260096541,3.81965713136167e-05,453.848035882686,272.352477087123
31.05,-97.35,1994,300.219023638224,3.3971329938223e-05,424.134528258786,262.549873643834
31.05,-97.35,1995,300.734043894755,3.85525390933539e-05,419.094603003716,268.096483209577
31.05,-97.35,1996,301.041651481938,3.02071158836192e-05,486.375235245391,273.448324426916
32.42,-85.9,1989,296.717640192275,9.09134186537533e-05,216.568701805292,240.837326593212
32.42,-85.9,1990,297.66666066173,7.24219429667902e-05,257.849698424022,263.965810180481
-36.77,-64.27,1990,284.907969232936,3.45131440631951e-06,229.95550194564,139.026973895785
-36.77,-64.27,1991,284.354093288299,1.18544066350032e-05,179.610825971965,138.851355083086
35.04,-97.95,1997,298.689496616179,4.09092288604282e-05,487.524328986672,282.591058877404
35.04,-97.95,1998,302.967047250472,1.27135788680289e-05,766.540967579681,304.719818494395
35.04,-97.95,1999,299.928014679923,2.80252931571747e-05,610.918369552304,293.299304356166
35.04,-97.95,2000,301.13332386278,2.17593270087651e-05,713.407184206869,300.493857405366
35.98,-97.03,1998,300.881580292843,2.59005808308378e-05,585.394120171739,292.991810131662
35.98,-97.03,1999,298.257571923789,3.67617431086706e-05,527.596164581251,287.676115398133
35.98,-97.03,2000,299.881297721234,2.76575553932464e-05,636.835771386913,293.115430608495
41.15,-96.4,2000,295.092465766691,3.50690160270895e-05,574.117252402467,286.191867276029
41.15,-96.4,2001,294.307470017477,3.45603008756118e-05,465.604859000319,273.671641395502
41.15,-96.4,2002,294.693725085109,4.33223833122126e-05,532.626769452997,280.264290327916
41.15,-96.4,2003,294.121154482702,3.51615025092727e-05,514.991032096386,281.980464955454
41.15,-96.4,2004,293.264954008368,5.74861694864888e-05,442.680923228779,271.010840367361
36.85,-109.32,2001,293.761352541216,1.04281921249499e-05,635.576115913473,314.973488334018
36.85,-109.32,2002,294.258172405371,3.57420819047206e-06,808.137020121537,321.128182646024
36.85,-109.32,2003,294.172149565626,4.18590161942028e-06,712.003013307639,317.263660188574
36.85,-109.32,2004,293.150605087992,5.17313913858081e-06,756.86777479424,323.914567345997
36.85,-109.32,2005,293.014365458119,1.24313457614137e-05,640.626346957423,316.125035711661
